# multipoles
# s[mm] polynom_a[n=0][T/m^n] polynom_a[n=1][T/m^n] polynom_a[n=2][T/m^n] polynom_a[n=4][T/m^n] polynom_a[n=6][T/m^n] polynom_a[n=8][T/m^n] 
+1.6430000000000001e+02 -2.1539630868606301e-04 +1.7543012919474964e-08 +4.0104428418724393e-02 -2.8720021663228991e+01 +1.2516227987498141e+05 -1.8604471149500227e+08 
+1.6440000000000001e+02 -2.1500710118103802e-04 +1.7100811804600211e-08 +4.0051931005929658e-02 -2.9359043036207609e+01 +1.2772177770236871e+05 -1.8931772490393612e+08 
+1.6450000000000000e+02 -2.1461881351369277e-04 +1.6585934713829462e-08 +3.9983719474308968e-02 -2.9752106409946720e+01 +1.2909196719928176e+05 -1.9077689948834801e+08 
+1.6460000000000002e+02 -2.1423143359171169e-04 +1.5970054291284943e-08 +3.9900535638296784e-02 -2.9912680923714145e+01 +1.2933352621784653e+05 -1.9049942244326505e+08 
+1.6470000000000002e+02 -2.1384494932276022e-04 +1.5224843160895697e-08 +3.9803121310305715e-02 -2.9854235683948996e+01 +1.2850713244134957e+05 -1.8856248069468084e+08 
+1.6480000000000001e+02 -2.1345934861450791e-04 +1.4321973963130564e-08 +3.9692218303340722e-02 -2.9590239808128466e+01 +1.2667346361448553e+05 -1.8504326127149960e+08 
+1.6490000000000001e+02 -2.1307461937462703e-04 +1.3233119329557463e-08 +3.9568568430507503e-02 -2.9134162413739162e+01 +1.2389319747681099e+05 -1.8001895118887991e+08 
+1.6500000000000000e+02 -2.1269074951079154e-04 +1.1929951897323996e-08 +3.9432913505219137e-02 -2.8499472624158173e+01 +1.2022701180072040e+05 -1.7356673751677930e+08 
+1.6510000000000002e+02 -2.1230773187973689e-04 +1.0399448769422370e-08 +3.9286068303731311e-02 -2.7700736857792101e+01 +1.1574524633467892e+05 -1.6578778833969522e+08 
+1.6520000000000002e+02 -2.1192557913456817e-04 +8.6898049235154422e-09 +3.9129139466502719e-02 -2.6756910917619035e+01 +1.1055688976615951e+05 -1.5687919742780170e+08 
+1.6530000000000001e+02 -2.1154430887744129e-04 +6.8645198124101648e-09 +3.8963306596046035e-02 -2.5688047891412502e+01 +1.0478059271416439e+05 -1.4706203950349456e+08 
+1.6540000000000001e+02 -2.1116393871052039e-04 +4.9870928874521467e-09 +3.8789749295606218e-02 -2.4514200877655558e+01 +9.8535005848705972e+04 -1.3655738936583599e+08 
+1.6550000000000000e+02 -2.1078448623595254e-04 +3.1210235985256419e-09 +3.8609647166715881e-02 -2.3255422948049077e+01 +9.1938779705889654e+04 -1.2558632160505109e+08 
+1.6560000000000002e+02 -2.1040596905594160e-04 +1.3298113945849548e-09 +3.8424179816631647e-02 -2.1931767264169423e+01 +8.5110565272976761e+04 -1.1436991151742384e+08 
+1.6570000000000002e+02 -2.1002840477263144e-04 -3.2304427554845954e-10 +3.8234526846434878e-02 -2.0563286889696538e+01 +7.8169013042708553e+04 -1.0312923362184469e+08 
+1.6580000000000001e+02 -2.0965181098817992e-04 -1.7740439600640193e-09 +3.8041867859027946e-02 -1.9170034919924767e+01 +7.1232773676013734e+04 -9.2085362710700408e+07 
+1.6590000000000001e+02 -2.0927620530476298e-04 -2.9596882090110442e-09 +3.7847382458561764e-02 -1.7772064465553125e+01 +6.4420497898247129e+04 -8.1459373663371742e+07 
+1.6600000000000000e+02 -2.0890160532455136e-04 -3.8164775728374046e-09 +3.7652250249037539e-02 -1.6389428637596197e+01 +5.7850836444507106e+04 -7.1472341383289456e+07 
+1.6610000000000002e+02 -2.0852802709724378e-04 -4.3037375949110392e-09 +3.7457528215254804e-02 -1.5038399775778316e+01 +5.1614043591484398e+04 -6.2286452692416027e+07 
+1.6620000000000002e+02 -2.0815548046280137e-04 -4.4720938109383506e-09 +3.7263782880251450e-02 -1.3720127371493389e+01 +4.5686788974876748e+04 -5.3828343959056370e+07 
+1.6630000000000001e+02 -2.0778397370870306e-04 -4.3949967474202110e-09 +3.7071458146947969e-02 -1.2431980130905984e+01 +4.0017345703730447e+04 -4.5965763365570292e+07 
+1.6640000000000001e+02 -2.0741351512245266e-04 -4.1458969295289894e-09 +3.6880997920641138e-02 -1.1171326796696228e+01 +3.4553987067354225e+04 -3.8566459372630574e+07 
+1.6650000000000000e+02 -2.0704411299152979e-04 -3.7982448912051608e-09 +3.6692846104491271e-02 -9.9355360802460222e+00 +2.9244986205346191e+04 -3.1498180214937076e+07 
+1.6660000000000002e+02 -2.0667577560343466e-04 -3.4254911509785930e-09 +3.6507446603312121e-02 -8.7219767155624943e+00 +2.4038616360291366e+04 -2.4628674276797932e+07 
+1.6670000000000002e+02 -2.0630851124567222e-04 -3.1010862451810601e-09 +3.6325243322762095e-02 -7.5280174530392259e+00 +1.8883150866869004e+04 -1.7825690097339280e+07 
+1.6680000000000001e+02 -2.0594232820571730e-04 -2.8984806974571574e-09 +3.6146680165168470e-02 -6.3510269883765620e+00 +1.3726862777962157e+04 -1.0956975766965065e+07 
+1.6690000000000001e+02 -2.0557723477106313e-04 -2.8911250362340832e-09 +3.5972201034975296e-02 -5.1883740521030415e+00 +8.5180253256042470e+03 -3.8902796607367950e+06 
+1.6700000000000000e+02 -2.0521323922921821e-04 -3.1524697887433824e-09 +3.5802249838061920e-02 -4.0374273973088561e+00 +3.2049118562193307e+03 +3.5066496653957600e+06 
+1.6710000000000002e+02 -2.0485034158941034e-04 -3.7440667886455673e-09 +3.5636973393134243e-02 -2.8952211959577334e+00 -2.2519413594514658e+03 +1.1331020207212487e+07 
+1.6720000000000002e+02 -2.0448850874786438e-04 -4.6798730743267015e-09 +3.5475330182502353e-02 -1.7574514938967813e+00 -7.8429453361006417e+03 +1.9539864548905488e+07 
+1.6730000000000001e+02 -2.0412769932255342e-04 -5.9619469905353882e-09 +3.5315981604388390e-02 -6.1947980607073538e-01 -1.3546247905480153e+04 +2.8055171414092302e+07 
+1.6740000000000001e+02 -2.0376787193145251e-04 -7.5923468808910070e-09 +3.5157589057149767e-02 +5.2333235055921945e-01 -1.9339996889372829e+04 +3.6798929510771453e+07 
+1.6750000000000000e+02 -2.0340898519252337e-04 -9.5731310854924096e-09 +3.4998813937780489e-02 +1.6756234811299002e+00 -2.5202340223264720e+04 +4.5693127728330277e+07 
+1.6760000000000002e+02 -2.0305099772373051e-04 -1.1906357953339401e-08 +3.4838317643483802e-02 +2.8420320875823801e+00 -3.1111425825983464e+04 +5.4659754928778872e+07 
+1.6770000000000002e+02 -2.0269386814306299e-04 -1.4594085823600883e-08 +3.4674761574174394e-02 +4.0271966276897899e+00 -3.7045401390439773e+04 +6.3620799616574153e+07 
+1.6780000000000001e+02 -2.0233755506847526e-04 -1.7638373042021833e-08 +3.4506807126025080e-02 +5.2357556195346930e+00 -4.2982414916419599e+04 +7.2498250780448362e+07 
+1.6790000000000001e+02 -2.0198201711794719e-04 -2.1041277954413655e-08 +3.4333115697892387e-02 +6.4723475387116398e+00 -4.8900614189980632e+04 +8.1214097074515149e+07 
+1.6800000000000000e+02 -2.0162721290943893e-04 -2.4804858900144534e-08 +3.4152348686704248e-02 +7.7416108905487837e+00 -5.4778147144655195e+04 +8.9690327381788567e+07 
+1.6810000000000002e+02 -2.0127311976416294e-04 -2.8863502914612365e-08 +3.3963852598362779e-02 +9.0438706160844546e+00 -6.0589155774218132e+04 +9.7859837005704001e+07 
+1.6820000000000002e+02 -2.0091978981627191e-04 -3.2880911797472861e-08 +3.3769714368470420e-02 +1.0362197491719506e+01 -6.6291758764836122e+04 +1.0569914762539662e+08 
+1.6830000000000001e+02 -2.0056729390314685e-04 -3.6453116028469498e-08 +3.3572706039452699e-02 +1.1675348762079276e+01 -7.1840069022576135e+04 +1.1319568758669859e+08 
+1.6840000000000001e+02 -2.0021570286218147e-04 -3.9176146099767173e-08 +3.3375599654836961e-02 +1.2962081655422121e+01 -7.7188199374192161e+04 +1.2033688511438230e+08 
+1.6850000000000000e+02 -1.9986508753076554e-04 -4.0646032498216795e-08 +3.3181167257916790e-02 +1.4201153402702012e+01 -8.2290262657030398e+04 +1.2711016844667995e+08 
+1.6860000000000002e+02 -1.9951551874627035e-04 -4.0458805702631914e-08 +3.2992180890011727e-02 +1.5371321266743195e+01 -8.7100371871065086e+04 +1.3350296607911049e+08 
+1.6870000000000002e+02 -1.9916706734609182e-04 -3.8210496206705158e-08 +3.2811412595045469e-02 +1.6451342468221647e+01 -9.1572639800795499e+04 +1.3950270616581738e+08 
+1.6880000000000001e+02 -1.9881980416761968e-04 -3.3497134492770591e-08 +3.2641634416163988e-02 +1.7419974241523740e+01 -9.5661179304293153e+04 +1.4509681698129252e+08 
+1.6890000000000001e+02 -1.9847380004824983e-04 -2.5914751051996753e-08 +3.2485618397157121e-02 +1.8255973810441567e+01 -9.9320103184586565e+04 +1.5027272671156237e+08 
+1.6900000000000000e+02 -1.9812912582533573e-04 -1.5059376370636733e-08 +3.2346136577710925e-02 +1.8938098462447023e+01 -1.0250352456269818e+05 +1.5501786403901285e+08 
+1.6910000000000002e+02 -1.9778582547835407e-04 -7.1808801588713549e-10 +3.2225077683681463e-02 +1.9451623637784202e+01 -1.0517885131983888e+05 +1.5932157492758226e+08 
+1.6920000000000002e+02 -1.9744383555497688e-04 +1.6557848081957816e-08 +3.2120797156402543e-02 +1.9807897842095660e+01 -1.0736667264715661e+05 +1.6318087800745022e+08 
+1.6930000000000001e+02 -1.9710306574494569e-04 +3.6026118914516677e-08 +3.2030767118027256e-02 +2.0024787818479862e+01 -1.0910087292426803e+05 +1.6659470986470124e+08 
+1.6940000000000001e+02 -1.9676342573800550e-04 +5.6944411464440605e-08 +3.1952459691278523e-02 +2.0120160298895069e+01 -1.1041533646765178e+05 +1.6956200697866318e+08 
+1.6950000000000000e+02 -1.9642482522389866e-04 +7.8570412728064331e-08 +3.1883346998459974e-02 +2.0111882023226737e+01 -1.1134394763792043e+05 +1.7208170590243661e+08 
+1.6960000000000002e+02 -1.9608717389235631e-04 +1.0016180968411997e-07 +3.1820901160653815e-02 +2.0017819751144540e+01 -1.1192059089669099e+05 +1.7415274334895191e+08 
+1.6970000000000002e+02 -1.9575038143312140e-04 +1.2097628932728159e-07 +3.1762594300355364e-02 +1.9855840218692773e+01 -1.1217915058283405e+05 +1.7577405583470500e+08 
+1.6980000000000001e+02 -1.9541435753595167e-04 +1.4027153864132961e-07 +3.1705898541489162e-02 +1.9643810139458964e+01 -1.1215351092210933e+05 +1.7694457969862244e+08 
+1.6990000000000001e+02 -1.9507901189057592e-04 +1.5730524462140309e-07 +3.1648286004880559e-02 +1.9399596277367088e+01 -1.1187755639818250e+05 +1.7766325168883878e+08 
+1.7000000000000000e+02 -1.9474425418672525e-04 +1.7133509424729692e-07 +3.1587228811865077e-02 +1.9141065386662973e+01 -1.1138517144162014e+05 +1.7792900846598783e+08 
+1.7010000000000002e+02 -1.9441002547968312e-04 +1.8177502314178951e-07 +3.1521136366237455e-02 +1.8877581624906309e+01 -1.1068184341483664e+05 +1.7770952944990775e+08 
+1.7020000000000002e+02 -1.9407639228679241e-04 +1.8866396145070416e-07 +3.1452167187362351e-02 +1.8584498984107256e+01 -1.0965947251315550e+05 +1.7684746682471204e+08 
+1.7030000000000001e+02 -1.9374345249094095e-04 +1.9219708794644077e-07 +3.1383417076567624e-02 +1.8228668866386993e+01 -1.0818156189623322e+05 +1.7515421558379874e+08 
+1.7040000000000001e+02 -1.9341130397502649e-04 +1.9256958140744386e-07 +3.1317981836186781e-02 +1.7776942657485591e+01 -1.0611161463857828e+05 +1.7244117058342105e+08 
+1.7050000000000000e+02 -1.9308004462189579e-04 +1.8997662061122803e-07 +3.1258957263436284e-02 +1.7196171824562906e+01 -1.0331313422841538e+05 +1.6851972733378881e+08 
+1.7060000000000002e+02 -1.9274977231446117e-04 +1.8461338432866528e-07 +3.1209439162103080e-02 +1.6453207730308687e+01 -9.9649623623689069e+04 +1.6320128050772130e+08 
+1.7070000000000002e+02 -1.9242058493558424e-04 +1.7667505134192003e-07 +3.1172523330786656e-02 +1.5514901820548761e+01 -9.4984586206132823e+04 +1.5629722544902849e+08 
+1.7080000000000001e+02 -1.9209258036816682e-04 +1.6635680042359136e-07 +3.1151305572197707e-02 +1.4348105475520736e+01 -8.9181525024319810e+04 +1.4761895697546870e+08 
+1.7090000000000001e+02 -1.9176585649507429e-04 +1.5385381035092823e-07 +3.1148881685532693e-02 +1.2919670130120460e+01 -8.2103943400283184e+04 +1.3697787033218634e+08 
+1.7100000000000000e+02 -1.9144051119918530e-04 +1.3936125989599827e-07 +3.1168347471062317e-02 +1.1196447203565288e+01 -7.3615344580404213e+04 +1.2418536064886554e+08 
+1.7110000000000002e+02 -1.9111660738596332e-04 +1.2312260921161477e-07 +3.1211590039130606e-02 +9.1600164069287224e+00 -6.3646187651124077e+04 +1.0915229451340617e+08 
+1.7120000000000002e+02 -1.9079406805109090e-04 +1.0557444392362166e-07 +3.1275661727970736e-02 +6.8508708132206806e+00 -5.2394756033453268e+04 +9.2187425868388489e+07 
+1.7130000000000001e+02 -1.9047278121285356e-04 +8.7201631043258026e-08 +3.1356406187397504e-02 +4.3242317653307101e+00 -4.0126288883276051e+04 +7.3698979955552101e+07 
+1.7140000000000001e+02 -1.9015263488950186e-04 +6.8489037568810153e-08 +3.1449667064008785e-02 +1.6353206548222432e+00 -2.7106025595073846e+04 +5.4095182383723356e+07 
+1.7150000000000000e+02 -1.8983351709930783e-04 +4.9921530506668147e-08 +3.1551288006142486e-02 -1.1606411511614305e+00 -1.3599205449881347e+04 +3.3784258594185472e+07 
+1.7160000000000002e+02 -1.8951531586053393e-04 +3.1983976861627956e-08 +3.1657112661550441e-02 -4.0084322790577387e+00 +1.2893224787521694e+02 +1.3174434055162253e+07 
+1.7170000000000002e+02 -1.8919791919144442e-04 +1.5161243634500000e-08 +3.1762984678009962e-02 -6.8528313546350335e+00 +1.3813148187002422e+04 -7.3260657507792562e+06 
+1.7180000000000001e+02 -1.8888121511031282e-04 -6.1802171447586087e-11 +3.1864747704213804e-02 -9.6386170180992874e+00 +2.7188203129378420e+04 -2.7309015456354346e+07 
+1.7190000000000001e+02 -1.8856509163539799e-04 -1.3200293547101242e-08 +3.1958245387393350e-02 -1.2310567886050821e+01 +3.9988857715355887e+04 -4.6366189500200994e+07 
+1.7200000000000000e+02 -1.8824943678496942e-04 -2.3769363493311184e-08 +3.2039321375907995e-02 -1.4813462594192529e+01 +5.1949872686525508e+04 -6.4089362485773914e+07 
+1.7210000000000002e+02 -1.8793417057599889e-04 -3.1418793455962291e-08 +3.2104821922161832e-02 -1.7104683451725098e+01 +6.2867578225164922e+04 -8.0168110318801776e+07 
+1.7220000000000002e+02 -1.8761934102026480e-04 -3.6336958681470726e-08 +3.2155603694874753e-02 -1.9192027470726128e+01 +7.2784582344477894e+04 -9.4683214247720078e+07 
+1.7230000000000001e+02 -1.8730502812827174e-04 -3.8846882863479355e-08 +3.2193525969249660e-02 -2.1095895375628388e+01 +8.1805062695759756e+04 -1.0781325713506331e+08 
+1.7240000000000001e+02 -1.8699131191051091e-04 -3.9271589704797680e-08 +3.2220448019158118e-02 -2.2836687870427216e+01 +9.0033196829089211e+04 -1.1973682168634921e+08 
+1.7250000000000000e+02 -1.8667827237746985e-04 -3.7934102900197804e-08 +3.2238229118108704e-02 -2.4434805653091150e+01 +9.7573162263251477e+04 -1.3063249055702546e+08 
+1.7260000000000002e+02 -1.8636598953964168e-04 -3.5157446140599163e-08 +3.2248728540172168e-02 -2.5910649430556624e+01 +1.0452913656244960e+05 -1.4067884647401464e+08 
+1.7270000000000002e+02 -1.8605454340752775e-04 -3.1264643132531081e-08 +3.2253805560214073e-02 -2.7284619922430458e+01 +1.1100529735553921e+05 -1.5005447226683167e+08 
+1.7280000000000001e+02 -1.8574401399161259e-04 -2.6578717568175065e-08 +3.2255319451447773e-02 -2.8577117821843295e+01 +1.1710582213584041e+05 -1.5893795054943258e+08 
+1.7290000000000001e+02 -1.8543448130239543e-04 -2.1422693143498870e-08 +3.2255129488587622e-02 -2.9808543846424339e+01 +1.2293488852374117e+05 -1.6750786413984141e+08 
+1.7300000000000000e+02 -1.8512602535036946e-04 -1.6119593556728678e-08 +3.2255094945613093e-02 -3.0999298700939693e+01 +1.2859667407009758e+05 -1.7594279574129832e+08 
+1.7310000000000002e+02 -1.8481870166303397e-04 -1.0958030906422715e-08 +3.2256772011206629e-02 -3.2168727729595773e+01 +1.3418972568972668e+05 -1.8440604220520246e+08 
+1.7320000000000002e+02 -1.8451246783598614e-04 -6.0889709145204829e-09 +3.2260504539183263e-02 -3.3331954926805018e+01 +1.3979006819654792e+05 -1.9299975764676762e+08 
+1.7330000000000001e+02 -1.8420725698182079e-04 -1.6289676926654971e-09 +3.2266333297128837e-02 -3.4503048910809568e+01 +1.4546809568613619e+05 -2.0181081019560587e+08 
+1.7340000000000001e+02 -1.8390300221314331e-04 +2.3054246357414894e-09 +3.2274299053720597e-02 -3.5696078317378323e+01 +1.5129420234397566e+05 -2.1092606812466753e+08 
+1.7350000000000000e+02 -1.8359963664255432e-04 +5.5976519542079238e-09 +3.2284442576943184e-02 -3.6925111769909421e+01 +1.5733878228836157e+05 -2.2043239959588182e+08 
+1.7360000000000002e+02 -1.8329709338265720e-04 +8.1311601437835316e-09 +3.2296804635321016e-02 -3.8204217902057117e+01 +1.6367222969495994e+05 -2.3041667286762866e+08 
+1.7370000000000002e+02 -1.8299530554604813e-04 +9.7893950808018603e-09 +3.2311425996559388e-02 -3.9547465334004556e+01 +1.7036493866940937e+05 -2.4096575608567882e+08 
+1.7380000000000001e+02 -1.8269420624533584e-04 +1.0455802654549336e-08 +3.2328347429419521e-02 -4.0968922701057288e+01 +1.7748730338925935e+05 -2.5216651750446993e+08 
+1.7390000000000001e+02 -1.8239372859311589e-04 +1.0013828736576905e-08 +3.2347609701718918e-02 -4.2482658626456299e+01 +1.8510971797985793e+05 -2.6410582530552909e+08 
+1.7400000000000000e+02 -1.8209380570198279e-04 +8.3469192151081901e-09 +3.2369253580936300e-02 -4.4102741726354736e+01 +1.9330257652535307e+05 -2.7687054759983736e+08 
+1.7410000000000002e+02 -1.8179438371128103e-04 +5.4712815658165207e-09 +3.2391658865355569e-02 -4.5810651370721054e+01 +2.0197609764737947e+05 -2.9031472706972849e+08 
+1.7420000000000002e+02 -1.8149546086716200e-04 +1.9341696576159822e-09 +3.2406561457126254e-02 -4.7457509641268764e+01 +2.1039979659314302e+05 -3.0336110229508823e+08 
+1.7430000000000001e+02 -1.8119704844254234e-04 -1.5844010452250600e-09 +3.2404036290636255e-02 -4.8861849395720341e+01 +2.1768301325857657e+05 -3.1469958660164833e+08 
+1.7440000000000001e+02 -1.8089915771032049e-04 -4.4044150737220660e-09 +3.2374158298645192e-02 -4.9842203467310377e+01 +2.2293508741938727e+05 -3.2302009312943161e+08 
+1.7450000000000000e+02 -1.8060179994338141e-04 -5.8458569673928949e-09 +3.2307002412328846e-02 -5.0217104662550533e+01 +2.2526535871095280e+05 -3.2701253479190052e+08 
+1.7460000000000002e+02 -1.8030498641463219e-04 -5.2287112526696831e-09 +3.2192643565278761e-02 -4.9805085827665124e+01 +2.2378316697442401e+05 -3.2536682483208746e+08 
+1.7470000000000002e+02 -1.8000872839696953e-04 -1.8729624678746402e-09 +3.2021156689836308e-02 -4.8424679787749589e+01 +2.1759785193972461e+05 -3.1677287631304216e+08 
+1.7480000000000001e+02 -1.7971303716328609e-04 +4.9014048517255744e-09 +3.1782616718186371e-02 -4.5894419366992182e+01 +2.0581875333699692e+05 -2.9992060230323035e+08 
+1.7490000000000001e+02 -1.7941792398648749e-04 +1.5774406174916228e-08 +3.1467098583594255e-02 -4.2032837405233806e+01 +1.8755521097130200e+05 -2.7349991598476332e+08 
+1.7500000000000000e+02 -1.7912340013947269e-04 +3.1426056965168577e-08 +3.1064677218779910e-02 -3.6658466734459225e+01 +1.6191656461010317e+05 -2.3620073048263431e+08 
+1.7510000000000002e+02 -1.7882948920731859e-04 +5.2232311750344934e-08 +3.0569956228640172e-02 -2.9663709036841308e+01 +1.2835408100153590e+05 -1.8719453475240311e+08 
+1.7520000000000002e+02 -1.7853626402387367e-04 +7.7352881280467203e-08 +2.9995653913136668e-02 -2.1236441499745585e+01 +8.7686735356668505e+04 -1.2757912193556847e+08 
+1.7530000000000001e+02 -1.7824380973517325e-04 +1.0564341537008117e-07 +2.9359017245190213e-02 -1.1638410171849580e+01 +4.1075429919233095e+04 -5.8933861081289813e+07 
+1.7540000000000001e+02 -1.7795221148724505e-04 +1.3595956383154062e-07 +2.8677293197097539e-02 -1.1313610931041378e+00 -1.0318933107419081e+04 +1.7161878820748266e+07 
+1.7550000000000000e+02 -1.7766155442611861e-04 +1.6715697647713293e-07 +2.7967728741391425e-02 +1.0022959692398798e+01 -6.5335451498148243e+04 +9.9128728745878011e+07 
+1.7560000000000002e+02 -1.7737192369783193e-04 +1.9809130312432655e-07 +2.7247570851262431e-02 +2.1562806131325843e+01 -1.2281322298388752e+05 +1.8538731960279709e+08 
+1.7570000000000002e+02 -1.7708340444841746e-04 +2.2761819357684003e-07 +2.6534066499505092e-02 +3.3226432175904684e+01 -1.8159134532240100e+05 +2.7435828234157908e+08 
+1.7580000000000001e+02 -1.7679608182390278e-04 +2.5459329765732298e-07 +2.5844462658377580e-02 +4.4752091786600104e+01 -2.4050891631163747e+05 +3.6446224797361720e+08 
+1.7590000000000001e+02 -1.7651004097031842e-04 +2.7787226516789982e-07 +2.5196006300358554e-02 +5.5878038921385041e+01 -2.9840503374037583e+05 +4.5411984749973488e+08 
+1.7600000000000000e+02 -1.7622536703370181e-04 +2.9631074593048945e-07 +2.4605944398748875e-02 +6.6342527524230732e+01 -3.5411879532346479e+05 +5.4175171180091727e+08 
+1.7610000000000002e+02 -1.7594211214214830e-04 +3.0906745831140954e-07 +2.4087350825313773e-02 +7.5933476389332398e+01 -4.0665861387755169e+05 +6.2594222848786473e+08 
+1.7620000000000002e+02 -1.7566019635204306e-04 +3.1651339493155910e-07 +2.3636607052124274e-02 +8.4637463606011551e+01 -4.5571016208031273e+05 +7.0593081121780503e+08 
+1.7630000000000001e+02 -1.7537950670184493e-04 +3.1932261696214773e-07 +2.3245921451141963e-02 +9.2490732092304157e+01 -5.0112842760555237e+05 +7.8112063021444142e+08 
+1.7640000000000001e+02 -1.7509993022999144e-04 +3.1816918558395018e-07 +2.2907502392472415e-02 +9.9529524793769085e+01 -5.4276839826038899e+05 +8.5091485590497959e+08 
+1.7650000000000000e+02 -1.7482135397494430e-04 +3.1372716197083318e-07 +2.2613558248487965e-02 +1.0579008462114398e+02 -5.8048506167958013e+05 +9.1471665844958365e+08 
+1.7660000000000002e+02 -1.7454366497516148e-04 +3.0667060730144570e-07 +2.2356297391190105e-02 +1.1130865449105829e+02 -6.1413340552721836e+05 +9.7192920805370760e+08 
+1.7670000000000002e+02 -1.7426675026907765e-04 +2.9767358274905656e-07 +2.2127928190291770e-02 +1.1612147735596643e+02 -6.4356841764778923e+05 +1.0219556752063522e+09 
+1.7680000000000001e+02 -1.7399049689515556e-04 +2.8741014949085344e-07 +2.1920659018340005e-02 +1.2026479612355037e+02 -6.6864508565953956e+05 +1.0641992300404129e+09 
+1.7690000000000001e+02 -1.7371479189184824e-04 +2.7655436870588432e-07 +2.1726698246810925e-02 +1.2377485371874398e+02 -6.8921839726858283e+05 +1.0980630428276122e+09 
+1.7700000000000000e+02 -1.7343952229760689e-04 +2.6578030156655426e-07 +2.1538254247123502e-02 +1.2668789306663825e+02 -7.0514334017982241e+05 +1.1229502838358307e+09 
+1.7710000000000002e+02 -1.7316460736874770e-04 +2.5565179943882983e-07 +2.1349438504139819e-02 +1.2904320158959698e+02 -7.1641067174782278e+05 +1.1386104311431472e+09 
+1.7720000000000002e+02 -1.7289009523308255e-04 +2.4629187443509090e-07 +2.1161974960425167e-02 +1.3089224463333264e+02 -7.2355422758367879e+05 +1.1461781935205202e+09 
+1.7730000000000001e+02 -1.7261606623628515e-04 +2.3771332886327163e-07 +2.0979490671957420e-02 +1.3228953203894210e+02 -7.2724361293133465e+05 +1.1471345875149901e+09 
+1.7740000000000001e+02 -1.7234260072402285e-04 +2.2992896502286986e-07 +2.0805612693853205e-02 +1.3328957366307904e+02 -7.2814843311935454e+05 +1.1429606298131196e+09 
+1.7750000000000000e+02 -1.7206977904198376e-04 +2.2295158521391513e-07 +2.0643968083393298e-02 +1.3394687932723079e+02 -7.2693829329561582e+05 +1.1351373368139648e+09 
+1.7760000000000002e+02 -1.7179768153582897e-04 +2.1679399173842958e-07 +2.0498183895215422e-02 +1.3431595889448607e+02 -7.2428279881774855e+05 +1.1251457252462108e+09 
+1.7770000000000002e+02 -1.7152638855124643e-04 +2.1146898690899688e-07 +2.0371887186547456e-02 +1.3445132218749907e+02 -7.2085155484058906e+05 +1.1144668115210171e+09 
+1.7780000000000001e+02 -1.7125598043390061e-04 +2.0698937301926982e-07 +2.0268705012312576e-02 +1.3440747906504419e+02 -7.1731416670049634e+05 +1.1045816123341157e+09 
+1.7790000000000001e+02 -1.7098653752946805e-04 +2.0336795237273183e-07 +2.0192264428700871e-02 +1.3423893936565366e+02 -7.1434023963101639e+05 +1.0969711442189558e+09 
+1.7800000000000000e+02 -1.7071814018363248e-04 +2.0061752727392933e-07 +2.0146192492446029e-02 +1.3400021292036951e+02 -7.1259937883113301e+05 +1.0931164236580465e+09 
+1.7810000000000002e+02 -1.7045084211114915e-04 +1.9871563705453465e-07 +2.0132813863574860e-02 +1.3372973002279824e+02 -7.1255132333659974e+05 +1.0940294024933949e+09 
+1.7820000000000002e+02 -1.7018459050317097e-04 +1.9749876914256909e-07 +2.0149243625660083e-02 +1.3340160265876659e+02 -7.1381634675094218e+05 +1.0988457727998242e+09 
+1.7830000000000001e+02 -1.6991930591993569e-04 +1.9676814800726205e-07 +2.0191294466526247e-02 +1.3297386326436146e+02 -7.1580485646095185e+05 +1.1062321619366226e+09 
+1.7840000000000001e+02 -1.6965490892167080e-04 +1.9632499811013789e-07 +2.0254779073276347e-02 +1.3240454428486328e+02 -7.1792725989338348e+05 +1.1148551973192821e+09 
+1.7850000000000000e+02 -1.6939132006862608e-04 +1.9597054391159137e-07 +2.0335510134934415e-02 +1.3165167813722806e+02 -7.1959396433770226e+05 +1.1233815061531615e+09 
+1.7860000000000002e+02 -1.6912845992102609e-04 +1.9550600987759727e-07 +2.0429300338219849e-02 +1.3067329727337054e+02 -7.2021537725566851e+05 +1.1304777159102144e+09 
+1.7870000000000002e+02 -1.6886624903911891e-04 +1.9473262046954678e-07 +2.0531962372068432e-02 +1.2942743411114807e+02 -7.1920190593999973e+05 +1.1348104537996755e+09 
+1.7880000000000001e+02 -1.6860460798313754e-04 +1.9345160014922985e-07 +2.0639308924016931e-02 +1.2787212108990586e+02 -7.1596395779034216e+05 +1.1350463471974485e+09 
+1.7890000000000001e+02 -1.6834345731332159e-04 +1.9146417337870204e-07 +2.0747152682195232e-02 +1.2596539063987117e+02 -7.0991194016050571e+05 +1.1298520234072344e+09 
+1.7900000000000000e+02 -1.6808271758990198e-04 +1.8857156462407086e-07 +2.0851306333844848e-02 +1.2366527520546515e+02 -7.0045626047679235e+05 +1.1178941098477986e+09 
+1.7910000000000002e+02 -1.6782233150018901e-04 +1.8464804017771539e-07 +2.0948646632987133e-02 +1.2094618347742927e+02 -6.8720291084403719e+05 +1.0982660300496652e+09 
+1.7920000000000002e+02 -1.6756233023979846e-04 +1.7986003367303688e-07 +2.1040306599253135e-02 +1.1784802915567457e+02 -6.7054022220098414e+05 +1.0717683921772555e+09 
